,User-ID,Age,Country,ISBN,Book-Rating,Avg_Rating,Total_No_Of_Users_Rated,Book-Title,Book-Author,Year-Of-Publication,Publisher
45058,87555,31.0,usa,0142000205,9,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45060,93092,22.0,canada,0142000205,9,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45063,100459,38.0,usa,0142000205,7,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45069,114544,35.0,usa,0142000205,7,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45072,122429,48.0,usa,0142000205,8,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45081,140358,36.0,usa,0142000205,5,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45082,141444,32.0,other,0142000205,9,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45094,160819,43.0,usa,0142000205,10,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45098,172742,44.0,usa,0142000205,9,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45100,174326,38.0,canada,0142000205,10,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45115,215988,42.0,usa,0142000205,5,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45123,234359,35.0,usa,0142000205,7,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45127,240567,33.0,usa,0142000205,8,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45134,264031,34.0,usa,0142000205,9,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45135,264082,42.0,usa,0142000205,6,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45137,266865,33.0,usa,0142000205,5,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books
45205,43910,43.0,usa,0399148019,7,7.454545454545454,11,The Absence of Nectar,Kathy Hepinstall,2001.0,G. P. Putnam's Sons
45206,76151,49.0,usa,0399148019,5,7.454545454545454,11,The Absence of Nectar,Kathy Hepinstall,2001.0,G. P. Putnam's Sons
45207,98391,52.0,usa,0399148019,9,7.454545454545454,11,The Absence of Nectar,Kathy Hepinstall,2001.0,G. P. Putnam's Sons
45210,187517,28.0,usa,0399148019,8,7.454545454545454,11,The Absence of Nectar,Kathy Hepinstall,2001.0,G. P. Putnam's Sons
45212,204864,47.0,usa,0399148019,9,7.454545454545454,11,The Absence of Nectar,Kathy Hepinstall,2001.0,G. P. Putnam's Sons
45213,235282,43.0,usa,0399148019,8,7.454545454545454,11,The Absence of Nectar,Kathy Hepinstall,2001.0,G. P. Putnam's Sons
45223,11676,28.0,nan,0743411250,8,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45235,66680,67.0,usa,0743411250,5,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45239,114544,35.0,usa,0743411250,7,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45241,122793,46.0,canada,0743411250,9,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45244,126196,36.0,usa,0743411250,6,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45247,143175,28.0,usa,0743411250,8,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45263,244627,32.0,usa,0743411250,10,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45267,266056,47.0,usa,0743411250,8,7.2745098039215685,51,The Woman Next Door,Barbara Delinsky,2002.0,Pocket
45302,11676,28.0,nan,0743206045,8,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45306,31315,34.0,usa,0743206045,10,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45308,35857,36.0,usa,0743206045,7,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45317,66680,67.0,usa,0743206045,6,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45320,78973,29.0,portugal,0743206045,8,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45321,81597,36.0,usa,0743206045,7,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45323,98391,52.0,usa,0743206045,9,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45328,136348,51.0,usa,0743206045,5,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45333,160541,32.0,united kingdom,0743206045,8,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45336,178522,32.0,other,0743206045,9,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45340,216012,34.0,usa,0743206045,8,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45346,235935,43.0,usa,0743206045,8,7.886792452830188,53,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster
45355,218121,36.0,usa,0451518845,10,9.666666666666666,3,Jane Eyre,Charlotte Bronte,1999.0,New Amer Library Classics
45439,78553,40.0,usa,0345272579,10,9.23076923076923,13,The Hobbit,J. R. R. Tolkien,1977.0,Ballantine Books
45441,130554,36.0,usa,0345272579,8,9.23076923076923,13,The Hobbit,J. R. R. Tolkien,1977.0,Ballantine Books
45446,244171,51.0,usa,0345272579,9,9.23076923076923,13,The Hobbit,J. R. R. Tolkien,1977.0,Ballantine Books
45447,251613,34.0,usa,0345272579,9,9.23076923076923,13,The Hobbit,J. R. R. Tolkien,1977.0,Ballantine Books
45453,11676,28.0,nan,0385199570,8,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45454,16634,42.0,usa,0385199570,10,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45457,53174,29.0,usa,0385199570,9,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45461,75591,33.0,usa,0385199570,10,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45465,110973,43.0,usa,0385199570,10,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45469,128835,60.0,usa,0385199570,9,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45476,180378,38.0,canada,0385199570,10,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45478,185233,31.0,usa,0385199570,5,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45480,189835,36.0,usa,0385199570,5,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45482,211426,24.0,usa,0385199570,8,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45484,236283,41.0,usa,0385199570,10,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45485,248259,36.0,usa,0385199570,9,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45486,252820,33.0,canada,0385199570,5,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45487,254206,31.0,usa,0385199570,9,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45488,265313,33.0,usa,0385199570,8,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45490,274061,26.0,usa,0385199570,10,9.025641025641026,39,The Stand (The Complete and Uncut Edition),Stephen King,1990.0,Doubleday Books
45495,2766,42.0,usa,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45496,6242,33.0,canada,0060958022,6,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45500,11676,28.0,nan,0060958022,3,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45501,12982,41.0,spain,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45502,20172,27.0,usa,0060958022,10,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45510,50225,36.0,usa,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45512,56447,22.0,usa,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45514,73330,29.0,usa,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45515,73681,27.0,portugal,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45516,78973,29.0,portugal,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45517,85526,36.0,canada,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45518,105517,28.0,canada,0060958022,6,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45521,110934,46.0,usa,0060958022,10,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45522,113519,36.0,usa,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45524,121170,30.0,usa,0060958022,4,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45526,137688,46.0,usa,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45532,159033,46.0,usa,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45536,180651,54.0,united kingdom,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45537,188010,33.0,canada,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45538,194600,51.0,canada,0060958022,7,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45544,207616,53.0,other,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45546,209516,57.0,united kingdom,0060958022,10,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45549,218121,36.0,usa,0060958022,10,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45551,229741,29.0,usa,0060958022,7,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45554,241204,23.0,australia,0060958022,9,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45559,271705,25.0,usa,0060958022,7,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45560,274004,41.0,united kingdom,0060958022,6,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial
45579,2766,42.0,usa,014034294X,9,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45582,17950,32.0,malaysia,014034294X,8,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45584,60707,38.0,usa,014034294X,5,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45586,76499,36.0,usa,014034294X,10,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45587,96448,36.0,usa,014034294X,10,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45590,130554,36.0,usa,014034294X,7,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45593,170513,36.0,usa,014034294X,9,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45594,170634,36.0,usa,014034294X,10,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45595,184532,28.0,usa,014034294X,10,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45600,245827,32.0,other,014034294X,5,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45601,251394,25.0,usa,014034294X,7,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45602,263163,26.0,usa,014034294X,7,8.541666666666666,24,Matilda,Roald Dahl,1990.0,Puffin Books
45626,2766,42.0,usa,038039586X,9,9.0,12,Watership Down,Richard George Adams,1975.0,Harpercollins
45630,69078,42.0,usa,038039586X,8,9.0,12,Watership Down,Richard George Adams,1975.0,Harpercollins
45632,122716,30.0,other,038039586X,9,9.0,12,Watership Down,Richard George Adams,1975.0,Harpercollins
45633,128835,60.0,usa,038039586X,5,9.0,12,Watership Down,Richard George Adams,1975.0,Harpercollins
45636,218568,41.0,usa,038039586X,9,9.0,12,Watership Down,Richard George Adams,1975.0,Harpercollins
45638,2766,42.0,usa,0380726815,6,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45639,34300,35.0,canada,0380726815,8,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45642,89602,36.0,usa,0380726815,8,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45646,166596,57.0,canada,0380726815,8,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45648,194600,51.0,canada,0380726815,6,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45649,202277,54.0,usa,0380726815,7,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45650,224138,36.0,usa,0380726815,8,7.294117647058823,17,Sights Unseen,Kaye Gibbons,1996.0,Avon
45661,2766,42.0,usa,0425178102,5,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45666,58594,33.0,usa,0425178102,8,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45670,80945,46.0,germany,0425178102,8,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45673,89602,36.0,usa,0425178102,8,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45677,115490,36.0,usa,0425178102,9,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45680,135149,36.0,usa,0425178102,8,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45687,185384,36.0,usa,0425178102,8,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45690,214786,36.0,usa,0425178102,10,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45701,278418,36.0,usa,0425178102,7,7.390243902439025,41,Big Trouble,Dave Barry,2001.0,Berkley Publishing Group
45705,2766,42.0,usa,0440204194,8,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45707,23768,45.0,usa,0440204194,5,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45709,51883,31.0,usa,0440204194,10,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45711,61427,36.0,usa,0440204194,9,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45719,127129,33.0,canada,0440204194,7,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45722,160681,28.0,usa,0440204194,9,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45723,163973,46.0,brazil,0440204194,8,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45725,200226,39.0,canada,0440204194,10,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45728,205980,36.0,usa,0440204194,8,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45733,274301,41.0,australia,0440204194,8,7.551724137931035,29,Firefly Summer,Maeve Binchy,1989.0,Dell
45734,2766,42.0,usa,0440211263,8,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45737,6323,35.0,usa,0440211263,9,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45738,11676,28.0,nan,0440211263,8,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45740,14521,36.0,usa,0440211263,5,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45741,16795,47.0,usa,0440211263,9,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45742,21014,36.0,usa,0440211263,8,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45746,36606,39.0,usa,0440211263,5,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45761,82831,21.0,usa,0440211263,7,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45763,88677,44.0,canada,0440211263,7,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45766,100906,34.0,usa,0440211263,7,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45769,112001,43.0,usa,0440211263,9,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45774,127129,33.0,canada,0440211263,8,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45777,128835,60.0,usa,0440211263,10,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45779,130705,29.0,australia,0440211263,7,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45781,143253,27.0,usa,0440211263,10,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45782,155147,60.0,usa,0440211263,7,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45793,206563,45.0,usa,0440211263,10,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45801,243294,25.0,usa,0440211263,10,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45802,243360,36.0,usa,0440211263,6,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45803,245645,36.0,usa,0440211263,10,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45805,254465,22.0,usa,0440211263,10,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45807,260897,25.0,usa,0440211263,6,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45808,261603,27.0,usa,0440211263,9,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45809,267033,36.0,usa,0440211263,8,8.0625,80,Circle of Friends,Maeve Binchy,1991.0,Dell
45814,2766,42.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45816,11676,28.0,nan,0440221595,7,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45821,49460,37.0,usa,0440221595,9,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45829,109901,59.0,australia,0440221595,5,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45830,110973,43.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45831,112001,43.0,usa,0440221595,10,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45835,128835,60.0,usa,0440221595,9,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45836,130571,36.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45837,137589,35.0,usa,0440221595,7,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45838,139828,49.0,usa,0440221595,9,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45844,160681,28.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45850,194600,51.0,canada,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45854,224997,23.0,philippines,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45855,239584,36.0,usa,0440221595,5,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45858,243294,25.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45860,245645,36.0,usa,0440221595,10,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45861,251843,36.0,usa,0440221595,10,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45863,254465,22.0,usa,0440221595,10,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45864,259260,56.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45868,276680,55.0,usa,0440221595,8,7.964285714285714,56,The Glass Lake,Maeve Binchy,1996.0,Dell
45870,2766,42.0,usa,044048474X,7,8.227272727272727,22,Tales of a Fourth Grade Nothing,JUDY BLUME,1976.0,Yearling
45871,7286,28.0,usa,044048474X,8,8.227272727272727,22,Tales of a Fourth Grade Nothing,JUDY BLUME,1976.0,Yearling
45872,7346,49.0,usa,044048474X,7,8.227272727272727,22,Tales of a Fourth Grade Nothing,JUDY BLUME,1976.0,Yearling
45874,17667,33.0,usa,044048474X,9,8.227272727272727,22,Tales of a Fourth Grade Nothing,JUDY BLUME,1976.0,Yearling
